0.000000000000000000e+00,0.000000000000000000e+00,7.135108336586398125e+09
6.006006006006005954e-02,1.728796895730159521e+09,7.054253997860143661e+09
1.201201201201201191e-01,2.417182788450706959e+09,6.974315892466653824e+09
1.801801801801801717e-01,2.926884899564154625e+09,6.895283637740838051e+09
2.402402402402402382e-01,3.341377421553878784e+09,6.817146968672934532e+09
3.003003003003003046e-01,3.693440112122222424e+09,6.739895736575253487e+09
3.603603603603603434e-01,4.000112501173228264e+09,6.663519907764024734e+09
4.204204204204204376e-01,4.271654530650669575e+09,6.588009562256188393e+09
4.804804804804804763e-01,4.514842626552684784e+09,6.513354892480942726e+09
5.405405405405405705e-01,4.734448527363387108e+09,6.439546202005906105e+09
6.006006006006006093e-01,4.933994555068677902e+09,6.366573904277706146e+09
6.606606606606606480e-01,5.116176632448402405e+09,6.294428521376838684e+09
7.207207207207206867e-01,5.283118251211871147e+09,6.223100682786643028e+09
7.807807807807807254e-01,5.436531465579913139e+09,6.152581124176221848e+09
8.408408408408408752e-01,5.577823516608971596e+09,6.082860686197154045e+09
9.009009009009009139e-01,5.708170042761186600e+09,6.013930313293848038e+09
9.609609609609609526e-01,5.828566892781902313e+09,5.945781052527362823e+09
1.021021021021021102e+00,5.939867752434007645e+09,5.878404052412576675e+09
1.081081081081081141e+00,6.042812083330492020e+09,5.811790561768517494e+09
1.141141141141141180e+00,6.138046274007881165e+09,5.745931928581725121e+09
1.201201201201201219e+00,6.226139927471386909e+09,5.680819598882493019e+09
1.261261261261261257e+00,6.307598594438068390e+09,5.616445115633857727e+09
1.321321321321321296e+00,6.382873863079423904e+09,5.552800117633150101e+09
1.381381381381381335e+00,6.452371451553180695e+09,5.489876338426023483e+09
1.441441441441441373e+00,6.516457770129140854e+09,5.427665605232769012e+09
1.501501501501501412e+00,6.575465295511528015e+09,5.366159837886805534e+09
1.561561561561561451e+00,6.629697012476861000e+09,5.305351047785197258e+09
1.621621621621621712e+00,6.679430115327372551e+09,5.245231336851061821e+09
1.681681681681681750e+00,6.724919116175967216e+09,5.185792896507741928e+09
1.741741741741741789e+00,6.766398473594181061e+09,5.127028006664592743e+09
1.801801801801801828e+00,6.804084830197322845e+09,5.068929034714270592e+09
1.861861861861861867e+00,6.838178928926333427e+09,5.011488434541378021e+09
1.921921921921921905e+00,6.868867263451411247e+09,4.954698745542350769e+09
1.981981981981981944e+00,6.896323507094054222e+09,4.898552591656439781e+09
2.042042042042042205e+00,6.920709756101546288e+09,4.843042680407685280e+09
2.102102102102102243e+00,6.942177616402853012e+09,4.788161801957740784e+09
2.162162162162162282e+00,6.960869157682790756e+09,4.733902828169429779e+09
2.222222222222222321e+00,6.976917754402749062e+09,4.680258711680919647e+09
2.282282282282282360e+00,6.990448830026185989e+09,4.627222484990380287e+09
2.342342342342342398e+00,7.001580517990328789e+09,4.574787259551022530e+09
2.402402402402402437e+00,7.010424250762011528e+09,4.522946224876383781e+09
2.462462462462462476e+00,7.017085286517516136e+09,4.471692647655754089e+09
2.522522522522522515e+00,7.021663181511223793e+09,4.421019870879636765e+09
2.582582582582582553e+00,7.024252214981122971e+09,4.370921312975101471e+09
2.642642642642642592e+00,7.024941772430722237e+09,4.321390466950952530e+09
2.702702702702702631e+00,7.023816692286852837e+09,4.272420899552566051e+09
2.762762762762762669e+00,7.020957580230178833e+09,4.224006250426325321e+09
2.822822822822822708e+00,7.016441094904576302e+09,4.176140231293506145e+09
2.882882882882882747e+00,7.010340208213478088e+09,4.128816625133534431e+09
2.942942942942942786e+00,7.002724442989188194e+09,4.082029285376498222e+09
3.003003003003002824e+00,6.993660090462359428e+09,4.035772135104800224e+09
3.063063063063062863e+00,6.983210409652840614e+09,3.990039166263874054e+09
3.123123123123122902e+00,6.971435810540780067e+09,3.944824438881828785e+09
3.183183183183182940e+00,6.958394022651927948e+09,3.900122080297942638e+09
3.243243243243243423e+00,6.944140250496891022e+09,3.855926284399906635e+09
3.303303303303303462e+00,6.928727317136504173e+09,3.812231310869694710e+09
3.363363363363363501e+00,6.912205797000065804e+09,3.769031484437997818e+09
3.423423423423423539e+00,6.894624138956802368e+09,3.726321194147091389e+09
3.483483483483483578e+00,6.876028780530802727e+09,3.684094892622071266e+09
3.543543543543543617e+00,6.856464254053383827e+09,3.642347095350328922e+09
3.603603603603603656e+00,6.835973285462516785e+09,3.601072379969212055e+09
3.663663663663663694e+00,6.814596886384870529e+09,3.560265385561739922e+09
3.723723723723723733e+00,6.792374440070831299e+09,3.519920811960312843e+09
3.783783783783783772e+00,6.769343781695347786e+09,3.480033419058303356e+09
3.843843843843843811e+00,6.745541273486571312e+09,3.440598026129449844e+09
3.903903903903903849e+00,6.721001875099191666e+09,3.401609511154967785e+09
3.963963963963963888e+00,6.695759209609399796e+09,3.363062810158280373e+09
4.024024024024024371e+00,6.669845625472752571e+09,3.324952916547288418e+09
4.084084084084084409e+00,6.643292254754532814e+09,3.287274880464100838e+09
4.144144144144144448e+00,6.616129067913834572e+09,3.250023808142119408e+09
4.204204204204204487e+00,6.588384925397335052e+09,3.213194861270426750e+09
4.264264264264264526e+00,6.560087626275866508e+09,3.176783256365361691e+09
4.324324324324324564e+00,6.531263954136671066e+09,3.140784264149227142e+09
4.384384384384384603e+00,6.501939720425762177e+09,3.105193208936026573e+09
4.444444444444444642e+00,6.472139805418418884e+09,3.070005468024178505e+09
4.504504504504504681e+00,6.441888196980829239e+09,3.035216471096090317e+09
4.564564564564564719e+00,6.411208027272592545e+09,3.000821699624558926e+09
4.624624624624624758e+00,6.380121607527496338e+09,2.966816686285880566e+09
4.684684684684684797e+00,6.348650461039027214e+09,2.933197014379620075e+09
4.744744744744744835e+00,6.316815354467082977e+09,2.899958317254952431e+09
4.804804804804804874e+00,6.284636327573225021e+09,2.867096277743506432e+09
4.864864864864864913e+00,6.252132721483596802e+09,2.834606627598633766e+09
4.924924924924924952e+00,6.219323205571075439e+09,2.802485146941033840e+09
4.984984984984984990e+00,6.186225803041363716e+09,2.770727663710657120e+09
5.045045045045045029e+00,6.152857915301497459e+09,2.739330053124825001e+09
5.105105105105105068e+00,6.119236345183479309e+09,2.708288237142487526e+09
5.165165165165165106e+00,6.085377319090507507e+09,2.677598183934547901e+09
5.225225225225225145e+00,6.051296508128518105e+09,2.647255907360198975e+09
5.285285285285285184e+00,6.017009048281267166e+09,2.617257466449184895e+09
5.345345345345345223e+00,5.982529559683218002e+09,2.587598964889929771e+09
5.405405405405405261e+00,5.947872165040744781e+09,2.558276550523477077e+09
5.465465465465465300e+00,5.913050507248737335e+09,2.529286414843152046e+09
5.525525525525525339e+00,5.878077766246524811e+09,2.500624792499898911e+09
5.585585585585585378e+00,5.842966675154198647e+09,2.472287960813221455e+09
5.645645645645645416e+00,5.807729535727670670e+09,2.444272239287672997e+09
5.705705705705705455e+00,5.772378233168323517e+09,2.416573989134809971e+09
5.765765765765765494e+00,5.736924250320873260e+09,2.389189612800583363e+09
5.825825825825825532e+00,5.701378681290902138e+09,2.362115553498066425e+09
5.885885885885885571e+00,5.665752244511549950e+09,2.335348294745488167e+09
5.945945945945945610e+00,5.630055295287086487e+09,2.308884359909501553e+09
6.006006006006005649e+00,5.594297837839324951e+09,2.282720311753621101e+09
6.066066066066065687e+00,5.558489536881339073e+09,2.256852751991784573e+09
6.126126126126125726e+00,5.522639728741437912e+09,2.231278320846970081e+09
6.186186186186185765e+00,5.486757432059008598e+09,2.205993696614813805e+09
6.246246246246245803e+00,5.450851358072620392e+09,2.180995595232179165e+09
6.306306306306305842e+00,5.414929920519505501e+09,2.156280769850601196e+09
6.366366366366365881e+00,5.379001245164605141e+09,2.131846010414584875e+09
6.426426426426426808e+00,5.343073178976098061e+09,2.107688143244659662e+09
6.486486486486486847e+00,5.307153298963679314e+09,2.083804030625180483e+09
6.546546546546546885e+00,5.271248920694678307e+09,2.060190570396782160e+09
6.606606606606606924e+00,5.235367106502464294e+09,2.036844695553459406e+09
6.666666666666666963e+00,5.199514673400740623e+09,2.013763373844216347e+09
6.726726726726727001e+00,5.163698200716563225e+09,1.990943607379223824e+09
6.786786786786787040e+00,5.127924037454324722e+09,1.968382432240441322e+09
6.846846846846847079e+00,5.092198309402191162e+09,1.946076918096655130e+09
6.906906906906907118e+00,5.056526925991997719e+09,1.924024167822871685e+09
6.966966966966967156e+00,5.020915586922941208e+09,1.902221317124030828e+09
7.027027027027027195e+00,4.985369788558928490e+09,1.880665534162978888e+09
7.087087087087087234e+00,4.949894830108967781e+09,1.859354019192660809e+09
7.147147147147147273e+00,4.914495819599411011e+09,1.838284004192475319e+09
7.207207207207207311e+00,4.879177679646590233e+09,1.817452752508756876e+09
7.267267267267267350e+00,4.843945153037772179e+09,1.796857558499325275e+09
7.327327327327327389e+00,4.808802808128161430e+09,1.776495747182072163e+09
7.387387387387387427e+00,4.773755044061136246e+09,1.756364673887517691e+09
7.447447447447447466e+00,4.738806095818700790e+09,1.736461723915314436e+09
7.507507507507507505e+00,4.703960039108721733e+09,1.716784312194640636e+09
7.567567567567567544e+00,4.669220795095210075e+09,1.697329882948439121e+09
7.627627627627627582e+00,4.634592134977691650e+09,1.678095909361464262e+09
7.687687687687687621e+00,4.600077684425321579e+09,1.659079893252090931e+09
7.747747747747747660e+00,4.565680927871233940e+09,1.640279364747838736e+09
7.807807807807807698e+00,4.531405212672329903e+09,1.621691881964577198e+09
7.867867867867867737e+00,4.497253753139442444e+09,1.603315030689364195e+09
7.927927927927927776e+00,4.463229634442678452e+09,1.585146424066879511e+09
7.987987987987987815e+00,4.429335816396435738e+09,1.567183702289408445e+09
8.048048048048048742e+00,4.395575137128460884e+09,1.549424532290344715e+09
8.108108108108108780e+00,4.361950316637096405e+09,1.531866607441160679e+09
8.168168168168168819e+00,4.328463960240672112e+09,1.514507647251813412e+09
8.228228228228228858e+00,4.295118561922883987e+09,1.497345397074546337e+09
8.288288288288288896e+00,4.261916507577764988e+09,1.480377627811048031e+09
8.348348348348348935e+00,4.228860078157773972e+09,1.463602135622927189e+09
8.408408408408408974e+00,4.195951452728300095e+09,1.447016741645469666e+09
8.468468468468469013e+00,4.163192711431849003e+09,1.430619291704641104e+09
8.528528528528529051e+00,4.130585838364936352e+09,1.414407656037292719e+09
8.588588588588589090e+00,4.098132724370656013e+09,1.398379729014539242e+09
8.648648648648649129e+00,4.065835169749776840e+09,1.382533428868274212e+09
8.708708708708709167e+00,4.033694886893036366e+09,1.366866697420778751e+09
8.768768768768769206e+00,4.001713502837289810e+09,1.351377499817400694e+09
8.828828828828829245e+00,3.969892561747992516e+09,1.336063824262258768e+09
8.888888888888889284e+00,3.938233527330426216e+09,1.320923681756941557e+09
8.948948948948949322e+00,3.906737785172009945e+09,1.305955105842171192e+09
9.009009009009009361e+00,3.875406645017872810e+09,1.291156152342389822e+09
9.069069069069069400e+00,3.844241342981886864e+09,1.276524899113245249e+09
9.129129129129129439e+00,3.813243043695164680e+09,1.262059445791932344e+09
9.189189189189189477e+00,3.782412842394048691e+09,1.247757913550370216e+09
9.249249249249249516e+00,3.751751766949470520e+09,1.233618444851170540e+09
9.309309309309309555e+00,3.721260779839517593e+09,1.219639203206372738e+09
9.369369369369369593e+00,3.690940780067004204e+09,1.205818372938917637e+09
9.429429429429429632e+00,3.660792605023708344e+09,1.192154158946816206e+09
9.489489489489489671e+00,3.630817032302951813e+09,1.178644786469997644e+09
9.549549549549549710e+00,3.601014781462084293e+09,1.165288500859796047e+09
9.609609609609609748e+00,3.571386515736410618e+09,1.152083567351049662e+09
9.669669669669669787e+00,3.541932843706016541e+09,1.139028270836782932e+09
9.729729729729729826e+00,3.512654320916931152e+09,1.126120915645441771e+09
9.789789789789789864e+00,3.483551451457979202e+09,1.113359825320655823e+09
9.849849849849849903e+00,3.454624689494649887e+09,1.100743342403488398e+09
9.909909909909909942e+00,3.425874440761259556e+09,1.088269828217165709e+09
9.969969969969969981e+00,3.397301064012639046e+09,1.075937662654234886e+09
1.003003003003003002e+01,3.368904872436524868e+09,1.063745243966139793e+09
