1.525806000000000040e+01,-2.007590000000000430e+00,-9.660619146312305450e+09,-1.653656169358701944e+09
1.575629999999999953e+01,-1.509350000000001302e+00,-1.207465753860014343e+10,-2.082057235942583084e+09
1.626685000000000159e+01,-9.987999999999992440e-01,-1.336788716981699371e+10,-2.322330373640491962e+09
1.677984000000000009e+01,-4.858100000000007412e-01,-3.001821780165817142e+08,-5.253141559529408067e+07
1.726565000000000083e+01,0.000000000000000000e+00,1.094561022560275269e+10,1.929996426460731506e+09
1.776622000000000057e+01,5.005699999999997374e-01,1.190082637463688660e+10,2.115090735041163445e+09
1.827662000000000120e+01,1.010970000000000368e+00,1.525533728574501419e+10,2.732074036979637146e+09
1.877216999999999913e+01,1.506519999999998305e+00,1.312745645951231956e+10,2.369699359309134960e+09
1.926770000000000138e+01,2.002050000000000551e+00,1.240229322798373604e+10,2.256536188544219971e+09
1.976809000000000083e+01,2.502439999999999998e+00,1.309761422608496284e+10,2.402938722692303658e+09
2.027584999999999837e+01,3.010199999999997544e+00,1.179495741974680519e+10,2.182326596524403572e+09
2.076132000000000133e+01,3.495670000000000499e+00,9.743869009619583130e+09,1.817945491349683762e+09
2.126159000000000177e+01,3.995940000000000936e+00,8.842143527433860779e+09,1.664215576515216112e+09
2.176669000000000054e+01,4.501039999999999708e+00,9.012024011963603973e+09,1.710996311141515732e+09
2.225939999999999941e+01,4.993749999999998579e+00,7.445876864672857285e+09,1.426735244850009680e+09
2.275448000000000093e+01,5.488830000000000098e+00,6.897723015361502647e+09,1.333612733188309193e+09
2.324955999999999889e+01,5.983909999999998064e+00,6.193290662850033760e+09,1.208580060723535299e+09
2.376917999999999864e+01,6.503529999999997813e+00,6.115326487233943939e+09,1.205223851441982269e+09
2.426898999999999873e+01,7.003339999999997900e+00,5.855893069461468697e+09,1.165512610149000168e+09
2.476131000000000171e+01,7.495660000000000878e+00,4.689133779367180824e+09,9.423360688926122189e+08
2.524365999999999843e+01,7.978009999999997603e+00,4.587333060265298843e+09,9.311816767117599249e+08
2.574565000000000126e+01,8.480000000000000426e+00,4.121074921602451324e+09,8.452854828791545630e+08
2.625984000000000052e+01,8.994189999999999685e+00,4.504977892414664268e+09,9.342977327610431910e+08
2.675174000000000163e+01,9.486090000000000799e+00,3.277272953726278782e+09,6.870354653990862370e+08
2.723610000000000042e+01,9.970449999999999591e+00,3.705236053499180317e+09,7.853425972504161596e+08
2.774256000000000100e+01,1.047691000000000017e+01,2.986598625435958385e+09,6.401484007104550600e+08
2.822903000000000162e+01,1.096338000000000079e+01,3.381257990344626427e+09,7.332978964582662582e+08
2.872772000000000148e+01,1.146207000000000065e+01,2.516006097871194363e+09,5.521844954979529381e+08
2.921145999999999887e+01,1.194580999999999804e+01,2.448045748741818905e+09,5.436632722287971973e+08
2.970974999999999966e+01,1.244409999999999883e+01,2.367023241540212631e+09,5.323780821749590039e+08
3.020782000000000167e+01,1.294217000000000084e+01,2.516213573878796577e+09,5.732348201764048338e+08
3.068843000000000032e+01,1.342277999999999949e+01,1.825109361107468843e+09,4.212419876834638715e+08
3.117875000000000085e+01,1.391310000000000002e+01,1.844532492778248549e+09,4.314578439463045001e+08
3.165893000000000157e+01,1.439328000000000074e+01,1.961353808934205770e+09,4.653271850365354419e+08
3.216376999999999953e+01,1.489811999999999870e+01,1.676065318898571491e+09,4.033661717195616961e+08
3.265364000000000289e+01,1.538799000000000206e+01,1.439316490955318928e+09,3.513681513048570752e+08
3.313427999999999685e+01,1.586862999999999602e+01,1.422883205755090952e+09,3.527910203703364134e+08
3.363289999999999935e+01,1.636724999999999852e+01,1.394158604922328711e+09,3.512247103481850028e+08
3.412868000000000279e+01,1.686303000000000196e+01,1.250898545866252184e+09,3.202376782856622934e+08
