 V-09 I-09(mA) Ifit-09 scan dI-09 d2I-09 E-09(eV) EEPF-09(cm-3_eV-3/2) Vp-09(V) I(Vp)-09(mA) ne-09(cm-3) kTe-09(eV)
  -55.030960000000000       -2.0378349999999998       -1.6277895158402937                9   1.4819980478413267E-002   1.0798628691190331E-004   0.0000000000000000        0.0000000000000000        37.051481500474821        11.420018292364915        44989937318.922951        8.9902747041091775     
  -25.014430000000001       -1.6456150000000000       -1.6277895158402937                9   1.4819980478413267E-002   1.0798628691190331E-004   0.0000000000000000        0.0000000000000000     
  -24.617480000000000       -1.6390610000000001       -1.6277895158402937                9   1.4819980478413267E-002   1.0798628691190331E-004   0.0000000000000000        0.0000000000000000     
  -24.206689999999998       -1.6337470000000001       -1.6277895158402937                9   1.4819980478413267E-002   1.0798628691190331E-004   0.0000000000000000        0.0000000000000000     
  -23.811720000000001       -1.6284190000000001       -1.6277895158402937                9   1.4819980478413267E-002   1.0798628691190331E-004   0.0000000000000000        0.0000000000000000     
  -23.417719999999999       -1.6219960000000000       -1.6220333566014422                9   1.4809859086763546E-002   2.1834550284240584E-004   0.0000000000000000        0.0000000000000000     
  -23.018799999999999       -1.6159079999999999       -1.6161685918516724                9   1.4851099548627202E-002   3.7572769194623676E-004   0.0000000000000000        0.0000000000000000     
  -22.609999999999999       -1.6100399999999999       -1.6099512616539549                9   1.5071339141428776E-002   7.1000861574711089E-005   0.0000000000000000        0.0000000000000000     
  -22.205150000000000       -1.6035580000000000       -1.6037942601346271                9   1.5137626400613566E-002  -5.5971634771008905E-005   0.0000000000000000        0.0000000000000000     
  -21.802270000000000       -1.5980840000000001       -1.5977651927623402                9   1.5068371198055458E-002   1.1254940797027553E-004   0.0000000000000000        0.0000000000000000     
  -21.411239999999999       -1.5918800000000000       -1.5919104314724422                9   1.5170379690719970E-002   2.8709300154821174E-004   0.0000000000000000        0.0000000000000000     
  -21.009360000000001       -1.5856319999999999       -1.5857236507501522                9   1.5180118872794175E-002   2.1001140210474861E-005   0.0000000000000000        0.0000000000000000     
  -20.604500000000002       -1.5795740000000000       -1.5796237623270457                9   1.5239916206543471E-002   1.9513633977404576E-004   0.0000000000000000        0.0000000000000000     
  -20.192740000000001       -1.5734420000000000       -1.5732550249922475                9   1.5331810323572077E-002  -2.8350554322125085E-005   0.0000000000000000        0.0000000000000000     
  -19.794799999999999       -1.5668880000000001       -1.5672237626377667                9   1.5363014202928654E-002   2.0128561005304857E-004   0.0000000000000000        0.0000000000000000     
  -19.396860000000000       -1.5614429999999999       -1.5612247947126101                9   1.5617290902080168E-002   6.9807381030373710E-004   0.0000000000000000        0.0000000000000000     
  -18.990030000000001       -1.5546549999999999       -1.5547498474423223                9   1.5684125824269268E-002   3.7105301986803998E-004   0.0000000000000000        0.0000000000000000     
  -18.592089999999999       -1.5487430000000000       -1.5484989631486163                9   1.5877430047544421E-002   4.5850897495396266E-004   0.0000000000000000        0.0000000000000000     
  -18.189219999999999       -1.5422020000000001       -1.5421295707547655                9   1.6094470700556376E-002   6.7206907068587227E-004   0.0000000000000000        0.0000000000000000     
  -17.776470000000000       -1.5346409999999999       -1.5352543304719430                9   1.6199684999144547E-002   3.8397776773186868E-005   0.0000000000000000        0.0000000000000000     
  -17.386430000000001       -1.5295609999999999       -1.5288591832443861                9   1.6091650000013811E-002  -2.5645424677586670E-004   0.0000000000000000        0.0000000000000000     
  -16.985530000000001       -1.5223059999999999       -1.5223593304582026                9   1.6108127903365056E-002  -3.9495124246411643E-004   0.0000000000000000        0.0000000000000000     
  -16.575749999999999       -1.5152110000000001       -1.5159475986990421                9   1.6231480286968445E-002   2.4523237057603737E-004   0.0000000000000000        0.0000000000000000     
  -16.174840000000000       -1.5096200000000000       -1.5096464550995647                9   1.6453441891283813E-002   9.9730315845847047E-004   0.0000000000000000        0.0000000000000000     
  -15.763080000000000       -1.5033280000000000       -1.5027340258577553                9   1.6821216858947163E-002   8.1202666004507999E-004   0.0000000000000000        0.0000000000000000     
  -15.374029999999999       -1.4967010000000001       -1.4962202725387739                9   1.6875477555035517E-002   9.3252356927817710E-004   0.0000000000000000        0.0000000000000000     
  -14.963260000000000       -1.4888760000000001       -1.4892386890181126                9   1.7236822340732014E-002   1.0062730743265382E-003   0.0000000000000000        0.0000000000000000     
  -14.568289999999999       -1.4816350000000000       -1.4821552119525969                9   1.7652107697912832E-002   4.2129881381192596E-004   0.0000000000000000        0.0000000000000000     
  -14.154550000000000       -1.4747159999999999       -1.4747078199380899                9   1.7887800404423171E-002   1.3717485871059547E-004   0.0000000000000000        0.0000000000000000     
  -13.764510000000000       -1.4683370000000000       -1.4677902973066452                9   1.8050208793993643E-002   4.1344111479470853E-004   0.0000000000000000        0.0000000000000000     
  -13.351770000000000       -1.4601910000000000       -1.4604401896187202                9   1.8180131044346671E-002   7.9446445505864424E-004   0.0000000000000000        0.0000000000000000     
  -12.961740000000001       -1.4532710000000000       -1.4533148225956571                9   1.8414864512694296E-002   8.2913661724131542E-004   0.0000000000000000        0.0000000000000000     
  -12.561830000000000       -1.4459430000000000       -1.4458649184011780                9   1.8855031999257206E-002   8.3676652054887025E-004   0.0000000000000000        0.0000000000000000     
  -12.153029999999999       -1.4379430000000000       -1.4380181445022646                9   1.9156520645876859E-002   6.0372485797660625E-004   0.0000000000000000        0.0000000000000000     
  -11.752129999999999       -1.4303960000000000       -1.4303124427257139                9   1.9269443890354020E-002   5.9343914865855917E-004   0.0000000000000000        0.0000000000000000     
