Ar
Power	T_e	n_e0
30315.22725559911	2.743984958438145	197754938924.4857
35883.33022091324	2.743984958438145	234077274645.30963
41451.43318622736	2.743984958438145	270399610366.13354
47019.536151541484	2.743984958438145	306721946086.95746
52587.6391168556	2.743984958438145	343044281807.7813
58155.74208216972	2.743984958438145	379366617528.6052
63723.84504748385	2.743984958438145	415688953249.42914
69291.94801279798	2.743984958438145	452011288970.25305
74860.05097811209	2.743984958438145	488333624691.0769
80428.15394342622	2.743984958438145	524655960411.90094
85996.25690874034	2.743984958438145	560978296132.7247
91564.35987405445	2.743984958438145	597300631853.5487
97132.46283936859	2.743984958438145	633622967574.3726
102700.56580468272	2.743984958438145	669945303295.1965
108268.66876999683	2.743984958438145	706267639016.0204
113836.77173531095	2.743984958438145	742589974736.8442
119404.87470062508	2.743984958438145	778912310457.6682
124972.97766593921	2.743984958438145	815234646178.4922
130541.08063125332	2.743984958438145	851556981899.3159
136109.18359656745	2.743984958438145	887879317620.14
141677.28656188157	2.743984958438145	924201653340.9639
147245.38952719572	2.743984958438145	960523989061.788
152813.49249250983	2.743984958438145	996846324782.6117
158381.59545782395	2.743984958438145	1033168660503.4357
163949.69842313806	2.743984958438145	1069490996224.2594
169517.8013884522	2.743984958438145	1105813331945.0835
175085.90435376632	2.743984958438145	1142135667665.9072
180654.00731908044	2.743984958438145	1178458003386.7312
186222.11028439456	2.743984958438145	1214780339107.5552
191790.2132497087	2.743984958438145	1251102674828.3792
197358.3162150228	2.743984958438145	1287425010549.203
202926.4191803369	2.743984958438145	1323747346270.0269
208494.52214565105	2.743984958438145	1360069681990.8508
214062.6251109652	2.743984958438145	1396392017711.6748
219630.7280762793	2.743984958438145	1432714353432.4988
225198.8310415934	2.743984958438145	1469036689153.3223
230766.93400690754	2.743984958438145	1505359024874.1462
236335.0369722217	2.743984958438145	1541681360594.9705
241903.13993753577	2.743984958438145	1578003696315.7942
247471.2429028499	2.743984958438145	1614326032036.618
253039.34586816403	2.743984958438145	1650648367757.4421
258607.44883347818	2.743984958438145	1686970703478.266
264175.5517987923	2.743984958438145	1723293039199.09
269743.6547641064	2.743984958438145	1759615374919.9136
275311.75772942055	2.743984958438145	1795937710640.7378
280879.86069473467	2.743984958438145	1832260046361.5615
286447.9636600487	2.743984958438145	1868582382082.3853
292016.0666253629	2.743984958438145	1904904717803.2095
297584.169590677	2.743984958438145	1941227053524.0332
303152.27255599113	2.743984958438145	1977549389244.8572
