Ne
P	Te
0.5	9.819963007728074
0.6938775510204082	8.494635037760085
0.8877551020408163	7.681249539876712
1.0816326530612246	7.117041853915588
1.2755102040816326	6.69581863784743
1.4693877551020407	6.36552665317309
1.663265306122449	6.097288485123824
1.8571428571428572	5.873633907087388
2.0510204081632653	5.683292932850289
2.2448979591836733	5.518626006434235
2.4387755102040813	5.374246252125375
2.63265306122449	5.246231171497011
2.826530612244898	5.131647262309978
3.020408163265306	5.0282506296695955
3.2142857142857144	4.934291434093074
3.4081632653061225	4.848382131237711
3.6020408163265305	4.769406280972237
3.7959183673469385	4.696453941571747
3.9897959183673466	4.628774947507063
4.183673469387755	4.565744498603477
4.377551020408163	4.5068374004419445
4.571428571428571	4.451608496814828
4.76530612244898	4.399677608037181
4.959183673469387	4.35071779758699
5.153061224489796	4.304446130993397
5.346938775510204	4.260616324286634
5.540816326530612	4.219012841511907
5.73469387755102	4.179446115236572
5.928571428571429	4.141748645836608
6.122448979591836	4.1057717946663175
6.316326530612245	4.07138312971505
6.5102040816326525	4.038464214596376
6.704081632653061	4.006908755884549
6.8979591836734695	3.9766210420671824
7.091836734693877	3.947514621344463
7.285714285714286	3.919511176214471
7.479591836734693	3.8925395611161813
7.673469387755102	3.866534975907764
7.86734693877551	3.84143825306295
8.061224489795919	3.8171952405327167
8.255102040816325	3.7937562654450154
8.448979591836736	3.771075666407647
8.642857142857142	3.7491113842685495
8.83673469387755	3.7278246028814555
9.03061224489796	3.7071794328051038
9.224489795918368	3.6871426319942358
9.418367346938775	3.667683358470266
9.612244897959183	3.6487729507275546
9.806122448979592	3.6303847322685736
10.0	3.612493837192109
