Ne
P	n_e0
0.5	35707576638.39628
0.6938775510204082	42440691197.696106
0.8877551020408163	47910657674.124214
1.0816326530612246	52604685087.87378
1.2755102040816326	56769086268.7464
1.4693877551020407	60545972900.35778
1.663265306122449	64025149662.02568
1.8571428571428572	67267258119.23168
2.0510204081632653	70315358690.56967
2.2448979591836733	73201252599.436
2.4387755102040813	75949175433.45659
2.63265306122449	78578076405.51863
2.826530612244898	81103089536.07094
3.020408163265306	83536519612.41457
3.2142857142857144	85888524346.42223
3.4081632653061225	88167599410.29819
3.6020408163265305	90380931569.61862
3.7959183673469385	92534661154.20718
3.9897959183673466	94634080726.44257
4.183673469387755	96683787902.31795
4.377551020408163	98687804609.41963
4.571428571428571	100649671361.93246
4.76530612244898	102572522658.30585
4.959183673469387	104459147920.09842
5.153061224489796	106312041218.8495
5.346938775510204	108133442210.3071
5.540816326530612	109925370101.86597
5.73469387755102	111689652047.39185
5.928571428571429	113427947045.5339
6.122448979591836	115141766180.42798
6.316326530612245	116832489864.85234
6.5102040816326525	118501382609.633
6.704081632653061	120149605738.3232
6.8979591836734695	121778228384.82272
7.091836734693877	123388237048.01733
7.285714285714286	124980543927.27397
7.479591836734693	126555994222.78064
7.673469387755102	128115372552.84207
7.86734693877551	129659408614.51231
8.061224489795919	131188782193.17921
8.255102040816325	132704127609.7464
8.448979591836736	134206037680.16841
8.642857142857142	135695067250.66112
8.83673469387755	137171736362.43777
9.03061224489796	138636533091.95438
9.224489795918368	140089916106.0696
9.418367346938775	141532316966.01193
9.612244897959183	142964142209.4052
9.806122448979592	144385775235.67456
10.0	145797578016.82614
