He
P	n_e0
0.5	9794388996.264614
0.6938775510204082	13679732367.256962
0.8877551020408163	16982429908.795458
1.0816326530612246	19892458596.089886
1.2755102040816326	22518164011.96383
1.4693877551020407	24926813618.587307
1.663265306122449	27163196261.968315
1.8571428571428572	29258802718.175297
2.0510204081632653	31236737859.25629
2.2448979591836733	33114537726.71247
2.4387755102040813	34905881024.83677
2.63265306122449	36621680044.145805
2.826530612244898	38270804583.92933
3.020408163265306	39860578990.520004
3.2142857142857144	41397133506.258064
3.4081632653061225	42885658951.60505
3.6020408163265305	44330595413.59792
3.7959183673469385	45735774742.05679
3.9897959183673466	47104529993.59364
4.183673469387755	48439780758.78028
4.377551020408163	49744100582.53891
4.571428571428571	51019770878.9708
4.76530612244898	52268824515.31602
4.959183673469387	53493081391.85131
5.153061224489796	54694177747.986374
5.346938775510204	55873590498.35884
5.540816326530612	57032657593.34612
5.73469387755102	58172595170.91766
5.928571428571429	59294512097.41343
6.122448979591836	60399422367.30198
6.316326530612245	61488255734.9159
6.5102040816326525	62561866876.590904
6.704081632653061	63621043323.75355
6.8979591836734695	64666512362.26501
7.091836734693877	65698947057.62675
7.285714285714286	66718971537.30133
7.479591836734693	67727165638.715576
7.673469387755102	68724069013.24199
7.86734693877551	69710184761.64516
8.061224489795919	70685982664.41179
8.255102040816325	71651902060.4882
8.448979591836736	72608354419.79565
8.642857142857142	73555725648.14316
8.83673469387755	74494378157.54004
9.03061224489796	75424652730.21504
9.224489795918368	76346870200.70987
9.418367346938775	77261332977.09308
9.612244897959183	78168326419.53058
9.806122448979592	79068120092.06554
10.0	79960968901.4251
