Ar
Power	T_e	n_e0
30315.22725559911	3.674618425854662	112463522178.40079
35883.33022091324	3.674618425854662	133120087476.47441
41451.43318622736	3.674618425854662	153776652774.54803
47019.536151541484	3.674618425854662	174433218072.62164
52587.6391168556	3.674618425854662	195089783370.69522
58155.74208216972	3.674618425854662	215746348668.76886
63723.84504748385	3.674618425854662	236402913966.84247
69291.94801279798	3.674618425854662	257059479264.9161
74860.05097811209	3.674618425854662	277716044562.9897
80428.15394342622	3.674618425854662	298372609861.06335
85996.25690874034	3.674618425854662	319029175159.1369
91564.35987405445	3.674618425854662	339685740457.2105
97132.46283936859	3.674618425854662	360342305755.2842
102700.56580468272	3.674618425854662	380998871053.35785
108268.66876999683	3.674618425854662	401655436351.43134
113836.77173531095	3.674618425854662	422312001649.50494
119404.87470062508	3.674618425854662	442968566947.5786
124972.97766593921	3.674618425854662	463625132245.6523
130541.08063125332	3.674618425854662	484281697543.7258
136109.18359656745	3.674618425854662	504938262841.7995
141677.28656188157	3.674618425854662	525594828139.8731
147245.38952719572	3.674618425854662	546251393437.9468
152813.49249250983	3.674618425854662	566907958736.0204
158381.59545782395	3.674618425854662	587564524034.094
163949.69842313806	3.674618425854662	608221089332.1676
169517.8013884522	3.674618425854662	628877654630.2413
175085.90435376632	3.674618425854662	649534219928.3148
180654.00731908044	3.674618425854662	670190785226.3884
186222.11028439456	3.674618425854662	690847350524.4619
191790.2132497087	3.674618425854662	711503915822.5356
197358.3162150228	3.674618425854662	732160481120.6091
202926.4191803369	3.674618425854662	752817046418.6827
208494.52214565105	3.674618425854662	773473611716.7565
214062.6251109652	3.674618425854662	794130177014.8302
219630.7280762793	3.674618425854662	814786742312.9038
225198.8310415934	3.674618425854662	835443307610.9773
230766.93400690754	3.674618425854662	856099872909.0509
236335.0369722217	3.674618425854662	876756438207.1246
241903.13993753577	3.674618425854662	897413003505.1981
247471.2429028499	3.674618425854662	918069568803.2717
253039.34586816403	3.674618425854662	938726134101.3455
258607.44883347818	3.674618425854662	959382699399.4192
264175.5517987923	3.674618425854662	980039264697.4927
269743.6547641064	3.674618425854662	1000695829995.5662
275311.75772942055	3.674618425854662	1021352395293.6399
280879.86069473467	3.674618425854662	1042008960591.7135
286447.9636600487	3.674618425854662	1062665525889.7869
292016.0666253629	3.674618425854662	1083322091187.8607
297584.169590677	3.674618425854662	1103978656485.9343
303152.27255599113	3.674618425854662	1124635221784.008
