He
Power	T_e	n_e0
30315.22725559911	7.964760934936732	15363286812.36157
35883.33022091324	7.964760934936732	18185115002.387165
41451.43318622736	7.964760934936732	21006943192.41276
47019.536151541484	7.964760934936732	23828771382.438354
52587.6391168556	7.964760934936732	26650599572.463943
58155.74208216972	7.964760934936732	29472427762.48954
63723.84504748385	7.964760934936732	32294255952.515137
69291.94801279798	7.964760934936732	35116084142.54073
74860.05097811209	7.964760934936732	37937912332.56633
80428.15394342622	7.964760934936732	40759740522.59192
85996.25690874034	7.964760934936732	43581568712.617516
91564.35987405445	7.964760934936732	46403396902.643105
97132.46283936859	7.964760934936732	49225225092.6687
102700.56580468272	7.964760934936732	52047053282.694305
108268.66876999683	7.964760934936732	54868881472.719894
113836.77173531095	7.964760934936732	57690709662.74548
119404.87470062508	7.964760934936732	60512537852.77108
124972.97766593921	7.964760934936732	63334366042.79668
130541.08063125332	7.964760934936732	66156194232.82227
136109.18359656745	7.964760934936732	68978022422.84787
141677.28656188157	7.964760934936732	71799850612.87346
147245.38952719572	7.964760934936732	74621678802.89908
152813.49249250983	7.964760934936732	77443506992.92465
158381.59545782395	7.964760934936732	80265335182.95026
163949.69842313806	7.964760934936732	83087163372.97585
169517.8013884522	7.964760934936732	85908991563.00143
175085.90435376632	7.964760934936732	88730819753.02704
180654.00731908044	7.964760934936732	91552647943.05263
186222.11028439456	7.964760934936732	94374476133.07822
191790.2132497087	7.964760934936732	97196304323.10382
197358.3162150228	7.964760934936732	100018132513.1294
202926.4191803369	7.964760934936732	102839960703.155
208494.52214565105	7.964760934936732	105661788893.18059
214062.6251109652	7.964760934936732	108483617083.2062
219630.7280762793	7.964760934936732	111305445273.2318
225198.8310415934	7.964760934936732	114127273463.25737
230766.93400690754	7.964760934936732	116949101653.28297
236335.0369722217	7.964760934936732	119770929843.30858
241903.13993753577	7.964760934936732	122592758033.33417
247471.2429028499	7.964760934936732	125414586223.35974
253039.34586816403	7.964760934936732	128236414413.38536
258607.44883347818	7.964760934936732	131058242603.41096
264175.5517987923	7.964760934936732	133880070793.43655
269743.6547641064	7.964760934936732	136701898983.46213
275311.75772942055	7.964760934936732	139523727173.48773
280879.86069473467	7.964760934936732	142345555363.51334
286447.9636600487	7.964760934936732	145167383553.5389
292016.0666253629	7.964760934936732	147989211743.5645
297584.169590677	7.964760934936732	150811039933.59012
303152.27255599113	7.964760934936732	153632868123.61572
