He
Power	T_e	n_e0
100.0	166334.4279524953	21753424450033.98
118.36734693877551	166334.4279524953	25748951389836.137
136.73469387755102	166334.4279524953	29744478329638.297
155.10204081632654	166334.4279524953	33740005269440.457
173.46938775510205	166334.4279524953	37735532209242.62
191.83673469387756	166334.4279524953	41731059149044.77
210.20408163265307	166334.4279524953	45726586088846.94
228.57142857142858	166334.4279524953	49722113028649.09
246.9387755102041	166334.4279524953	53717639968451.26
265.30612244897964	166334.4279524953	57713166908253.42
283.6734693877551	166334.4279524953	61708693848055.58
302.0408163265306	166334.4279524953	65704220787857.73
320.40816326530614	166334.4279524953	69699747727659.9
338.7755102040817	166334.4279524953	73695274667462.06
357.14285714285717	166334.4279524953	77690801607264.22
375.51020408163265	166334.4279524953	81686328547066.38
393.8775510204082	166334.4279524953	85681855486868.53
412.24489795918373	166334.4279524953	89677382426670.7
430.6122448979592	166334.4279524953	93672909366472.86
448.9795918367347	166334.4279524953	97668436306275.0
467.34693877551024	166334.4279524953	101663963246077.17
485.7142857142858	166334.4279524953	105659490185879.34
504.08163265306126	166334.4279524953	109655017125681.48
522.4489795918367	166334.4279524953	113650544065483.64
540.8163265306123	166334.4279524953	117646071005285.81
559.1836734693878	166334.4279524953	121641597945087.98
577.5510204081634	166334.4279524953	125637124884890.14
595.9183673469388	166334.4279524953	129632651824692.28
614.2857142857143	166334.4279524953	133628178764494.45
632.6530612244899	166334.4279524953	137623705704296.61
651.0204081632653	166334.4279524953	141619232644098.75
669.3877551020408	166334.4279524953	145614759583900.94
687.7551020408164	166334.4279524953	149610286523703.1
706.1224489795919	166334.4279524953	153605813463505.25
724.4897959183675	166334.4279524953	157601340403307.4
742.8571428571429	166334.4279524953	161596867343109.56
761.2244897959184	166334.4279524953	165592394282911.72
779.591836734694	166334.4279524953	169587921222713.9
797.9591836734694	166334.4279524953	173583448162516.03
816.3265306122449	166334.4279524953	177578975102318.2
834.6938775510205	166334.4279524953	181574502042120.38
853.061224489796	166334.4279524953	185570028981922.53
871.4285714285716	166334.4279524953	189565555921724.7
889.795918367347	166334.4279524953	193561082861526.84
908.1632653061225	166334.4279524953	197556609801329.0
926.5306122448981	166334.4279524953	201552136741131.16
944.8979591836735	166334.4279524953	205547663680933.3
963.265306122449	166334.4279524953	209543190620735.47
981.6326530612246	166334.4279524953	213538717560537.66
1000.0	166334.4279524953	217534244500339.78
