Ne
Power	T_e	n_e0
30315.22725559911	7.324853039686141	25457997795.505623
35883.33022091324	7.324853039686141	30133956574.271965
41451.43318622736	7.324853039686141	34809915353.03831
47019.536151541484	7.324853039686141	39485874131.80464
52587.6391168556	7.324853039686141	44161832910.57098
58155.74208216972	7.324853039686141	48837791689.33731
63723.84504748385	7.324853039686141	53513750468.10365
69291.94801279798	7.324853039686141	58189709246.87
74860.05097811209	7.324853039686141	62865668025.63634
80428.15394342622	7.324853039686141	67541626804.40268
85996.25690874034	7.324853039686141	72217585583.169
91564.35987405445	7.324853039686141	76893544361.93535
97132.46283936859	7.324853039686141	81569503140.70169
102700.56580468272	7.324853039686141	86245461919.46803
108268.66876999683	7.324853039686141	90921420698.23438
113836.77173531095	7.324853039686141	95597379477.0007
119404.87470062508	7.324853039686141	100273338255.76704
124972.97766593921	7.324853039686141	104949297034.53339
130541.08063125332	7.324853039686141	109625255813.29973
136109.18359656745	7.324853039686141	114301214592.06607
141677.28656188157	7.324853039686141	118977173370.8324
147245.38952719572	7.324853039686141	123653132149.59877
152813.49249250983	7.324853039686141	128329090928.3651
158381.59545782395	7.324853039686141	133005049707.13142
163949.69842313806	7.324853039686141	137681008485.89777
169517.8013884522	7.324853039686141	142356967264.66412
175085.90435376632	7.324853039686141	147032926043.43045
180654.00731908044	7.324853039686141	151708884822.1968
186222.11028439456	7.324853039686141	156384843600.9631
191790.2132497087	7.324853039686141	161060802379.72946
197358.3162150228	7.324853039686141	165736761158.4958
202926.4191803369	7.324853039686141	170412719937.26212
208494.52214565105	7.324853039686141	175088678716.02847
214062.6251109652	7.324853039686141	179764637494.79486
219630.7280762793	7.324853039686141	184440596273.56116
225198.8310415934	7.324853039686141	189116555052.32748
230766.93400690754	7.324853039686141	193792513831.0938
236335.0369722217	7.324853039686141	198468472609.8602
241903.13993753577	7.324853039686141	203144431388.6265
247471.2429028499	7.324853039686141	207820390167.39282
253039.34586816403	7.324853039686141	212496348946.1592
258607.44883347818	7.324853039686141	217172307724.92554
264175.5517987923	7.324853039686141	221848266503.6919
269743.6547641064	7.324853039686141	226524225282.4582
275311.75772942055	7.324853039686141	231200184061.22458
280879.86069473467	7.324853039686141	235876142839.9909
286447.9636600487	7.324853039686141	240552101618.75717
292016.0666253629	7.324853039686141	245228060397.5236
297584.169590677	7.324853039686141	249904019176.28992
303152.27255599113	7.324853039686141	254579977955.0562
