Ne
P	n_e0
0.5	28058465079.582943
0.6938775510204082	34203808391.382523
0.8877551020408163	39135403147.59663
1.0816326530612246	43320569759.17613
1.2755102040816326	47000221559.261795
1.4693877551020407	50313954253.19278
1.663265306122449	53349712341.61426
1.8571428571428572	56166479063.08305
2.0510204081632653	58805779236.799225
2.2448979591836733	61297996776.6799
2.4387755102040813	63666071922.37097
2.63265306122449	65927779748.24608
2.826530612244898	68097195882.47768
3.020408163265306	70185674106.13684
3.2142857142857144	72202518865.51439
3.4081632653061225	74155460442.29805
3.6020408163265305	76050998614.85352
3.7959183673469385	77894656362.92532
3.9897959183673466	79691170602.13922
4.183673469387755	81444637924.0185
4.377551020408163	83158627588.78111
4.571428571428571	84836270286.34354
4.76530612244898	86480328695.73419
4.959183673469387	88093254184.83237
5.153061224489796	89677232824.48463
5.346938775510204	91234223069.72809
5.540816326530612	92765986874.42157
5.73469387755102	94274115580.96391
5.928571428571429	95760051615.38806
6.122448979591836	97225106786.96025
6.316326530612245	98670477817.96605
6.5102040816326525	100097259597.8123
6.704081632653061	101506456554.90286
6.8979591836734695	102898992461.93565
7.091836734693877	104275718929.68134
7.285714285714286	105637422796.71826
7.479591836734693	106984832584.95607
7.673469387755102	108318624160.79568
7.86734693877551	109639425717.72585
8.061224489795919	110947822176.75323
8.255102040816325	112244359085.31305
8.448979591836736	113529546082.44974
8.642857142857142	114803859987.5065
8.83673469387755	116067747560.86295
9.03061224489796	117321627978.04556
9.224489795918368	118565895052.53413
9.418367346938775	119800919237.56581
9.612244897959183	121027049433.02419
9.806122448979592	122244614619.94759
10.0	123453925342.17807
