Ne
Power	T_e	n_e0
30315.22725559911	9.522302578127029	18564577346.51952
35883.33022091324	9.522302578127029	21974397675.472088
41451.43318622736	9.522302578127029	25384218004.424656
47019.536151541484	9.522302578127029	28794038333.37722
52587.6391168556	9.522302578127029	32203858662.329784
58155.74208216972	9.522302578127029	35613678991.28235
63723.84504748385	9.522302578127029	39023499320.23491
69291.94801279798	9.522302578127029	42433319649.18748
74860.05097811209	9.522302578127029	45843139978.140045
80428.15394342622	9.522302578127029	49252960307.09261
85996.25690874034	9.522302578127029	52662780636.04517
91564.35987405445	9.522302578127029	56072600964.997734
97132.46283936859	9.522302578127029	59482421293.9503
102700.56580468272	9.522302578127029	62892241622.90288
108268.66876999683	9.522302578127029	66302061951.85544
113836.77173531095	9.522302578127029	69711882280.808
119404.87470062508	9.522302578127029	73121702609.76057
124972.97766593921	9.522302578127029	76531522938.71313
130541.08063125332	9.522302578127029	79941343267.6657
136109.18359656745	9.522302578127029	83351163596.61827
141677.28656188157	9.522302578127029	86760983925.57083
147245.38952719572	9.522302578127029	90170804254.5234
152813.49249250983	9.522302578127029	93580624583.47597
158381.59545782395	9.522302578127029	96990444912.42853
163949.69842313806	9.522302578127029	100400265241.38109
169517.8013884522	9.522302578127029	103810085570.33368
175085.90435376632	9.522302578127029	107219905899.28624
180654.00731908044	9.522302578127029	110629726228.2388
186222.11028439456	9.522302578127029	114039546557.19136
191790.2132497087	9.522302578127029	117449366886.14394
197358.3162150228	9.522302578127029	120859187215.09648
202926.4191803369	9.522302578127029	124269007544.04904
208494.52214565105	9.522302578127029	127678827873.00162
214062.6251109652	9.522302578127029	131088648201.9542
219630.7280762793	9.522302578127029	134498468530.90677
225198.8310415934	9.522302578127029	137908288859.8593
230766.93400690754	9.522302578127029	141318109188.8119
236335.0369722217	9.522302578127029	144727929517.76443
241903.13993753577	9.522302578127029	148137749846.71698
247471.2429028499	9.522302578127029	151547570175.66956
253039.34586816403	9.522302578127029	154957390504.62213
258607.44883347818	9.522302578127029	158367210833.5747
264175.5517987923	9.522302578127029	161777031162.52728
269743.6547641064	9.522302578127029	165186851491.47983
275311.75772942055	9.522302578127029	168596671820.4324
280879.86069473467	9.522302578127029	172006492149.38498
286447.9636600487	9.522302578127029	175416312478.3375
292016.0666253629	9.522302578127029	178826132807.2901
297584.169590677	9.522302578127029	182235953136.24265
303152.27255599113	9.522302578127029	185645773465.19522
