He
P	Te
0.5	14.354203906573964
0.6938775510204082	11.689243476737959
0.8877551020408163	10.212367345766948
1.0816326530612246	9.250743490632841
1.2755102040816326	8.563879116823191
1.4693877551020407	8.042858926345746
1.663265306122449	7.630603915748694
1.8571428571428572	7.294059503433939
2.0510204081632653	7.012636670308283
2.2448979591836733	6.772777338536773
2.4387755102040813	6.56515270866625
2.63265306122449	6.383111709677918
2.826530612244898	6.221770984779873
3.020408163265306	6.077455405052043
3.2142857142857144	5.947340273225272
3.4081632653061225	5.829214729628778
3.6020408163265305	5.721320739565141
3.7959183673469385	5.622240743349886
3.9897959183673466	5.530817522869382
4.183673469387755	5.446095926216352
4.377551020408163	5.367279748631658
4.571428571428571	5.293699328995768
4.76530612244898	5.224786855732601
4.959183673469387	5.160057307583414
5.153061224489796	5.0990935724321576
5.346938775510204	5.0415347047981465
5.540816326530612	4.987066569605533
5.73469387755102	4.935414320314283
5.928571428571429	4.8863363015470584
6.122448979591836	4.839619068397638
6.316326530612245	4.795073288796256
6.5102040816326525	4.752530349889642
6.704081632653061	4.7118395299693585
6.8979591836734695	4.672865627952154
7.091836734693877	4.635486965511211
7.285714285714286	4.59959369460837
7.479591836734693	4.565086356800132
7.673469387755102	4.531874651248574
7.86734693877551	4.499876376653323
8.061224489795919	4.4690165188331115
8.255102040816325	4.439226460856402
8.448979591836736	4.410443296742009
8.642857142857142	4.3826092330650726
8.83673469387755	4.355671065468432
9.03061224489796	4.329579719251006
9.224489795918368	4.3042898449681894
9.418367346938775	4.2797594614282986
9.612244897959183	4.255949639658025
9.806122448979592	4.2328242223969195
10.0	4.210349574492016
