Ar
P	Te
0.5	4.6496302802336285
0.6938775510204082	4.163445317061488
0.8877551020408163	3.849294526185697
1.0816326530612246	3.623144796947227
1.2755102040816326	3.4493741965367697
1.4693877551020407	3.309895412567517
1.663265306122449	3.194389919330137
1.8571428571428572	3.096468688208981
2.0510204081632653	3.0119272745019767
2.2448979591836733	2.93786528434988
2.4387755102040813	2.8722052667499427
2.63265306122449	2.8134128541508576
2.826530612244898	2.7603255000682783
3.020408163265306	2.7120431832340133
3.2142857142857144	2.667856150744402
3.4081632653061225	2.627195686498872
3.6020408163265305	2.5895996829218015
3.7959183673469385	2.5546880115318866
3.9897959183673466	2.5221445474686397
4.183673469387755	2.491703815442976
4.377551020408163	2.463140910467228
4.571428571428571	2.436263781168057
4.76530612244898	2.410907245376107
4.959183673469387	2.386928294580721
5.153061224489796	2.3642023701994077
5.346938775510204	2.3426203815747644
5.540816326530612	2.3220862964459372
5.73469387755102	2.302515177821947
5.928571428571429	2.283831572270777
6.122448979591836	2.265968177290572
6.316326530612245	2.2488647321356225
6.5102040816326525	2.232467088923999
6.704081632653061	2.2167264302309833
6.8979591836734695	2.201598606502318
7.091836734693877	2.1870435720877164
7.285714285714286	2.173024902923773
7.479591836734693	2.159509382186562
7.673469387755102	2.1464666428268866
7.86734693877551	2.133868857937392
8.061224489795919	2.12169047153327
8.255102040816325	2.1099079636272733
8.448979591836736	2.0984996445284834
8.642857142857142	2.087445474145342
8.83673469387755	2.0767269027562216
9.03061224489796	2.0663267302913026
9.224489795918368	2.0562289816159174
9.418367346938775	2.0464187957021918
9.612244897959183	2.0368823268881533
9.806122448979592	2.0276066566894677
10.0	2.0185797148503073
