He
P	n_e0
0.5	5730339671.065236
0.6938775510204082	8956368550.571674
0.8877551020408163	11734546829.97401
1.0816326530612246	14189898024.1125
1.2755102040816326	16406617691.746105
1.4693877551020407	18440150775.675156
1.663265306122449	20328324560.756733
1.8571428571428572	22097989765.668194
2.0510204081632653	23768893517.01945
2.2448979591836733	25356005167.757057
2.4387755102040813	26870966754.43854
2.63265306122449	28323031347.34827
2.826530612244898	29719690672.588654
3.020408163265306	31067107538.059265
3.2142857142857144	32370421694.627735
3.4081632653061225	33633971261.75066
3.6020408163265305	34861456367.10733
3.7959183673469385	36056062323.44421
3.9897959183673466	37220553884.28721
4.183673469387755	38357348441.60573
4.377551020408163	39468573631.78225
4.571428571428571	40556113220.54953
4.76530612244898	41621644053.97248
4.959183673469387	42666666113.291
5.153061224489796	43692527184.69269
5.346938775510204	44700443279.062614
5.540816326530612	45691515664.511734
5.73469387755102	46666745174.82143
5.928571428571429	47627044308.6895
6.122448979591836	48573247523.37448
6.316326530612245	49506120041.89849
6.5102040816326525	50426365428.283165
6.704081632653061	51334632135.28733
6.8979591836734695	52231519190.11279
7.091836734693877	53117581152.90885
7.285714285714286	53993332458.616776
7.479591836734693	54859251233.346245
7.673469387755102	55715782660.92541
7.86734693877551	56563341962.70727
8.061224489795919	57402317043.503006
8.255102040816325	58233070848.16874
8.448979591836736	59055943466.507095
8.642857142857142	59871254018.49084
8.83673469387755	60679302347.09094
9.03061224489796	61480370542.09431
9.224489795918368	62274724314.99803
9.418367346938775	63062614242.290085
9.612244897959183	63844276892.142006
9.806122448979592	64619935847.49608
10.0	65389802636.90307
