Ar
Power	T_e	n_e0
30315.22725559911	4.3173866734935284	85598162679.08533
35883.33022091324	4.3173866734935284	101320274191.57042
41451.43318622736	4.3173866734935284	117042385704.05547
47019.536151541484	4.3173866734935284	132764497216.54053
52587.6391168556	4.3173866734935284	148486608729.02557
58155.74208216972	4.3173866734935284	164208720241.51065
63723.84504748385	4.3173866734935284	179930831753.9957
69291.94801279798	4.3173866734935284	195652943266.4808
74860.05097811209	4.3173866734935284	211375054778.96582
80428.15394342622	4.3173866734935284	227097166291.4509
85996.25690874034	4.3173866734935284	242819277803.93597
91564.35987405445	4.3173866734935284	258541389316.421
97132.46283936859	4.3173866734935284	274263500828.90607
102700.56580468272	4.3173866734935284	289985612341.3912
108268.66876999683	4.3173866734935284	305707723853.8762
113836.77173531095	4.3173866734935284	321429835366.36127
119404.87470062508	4.3173866734935284	337151946878.8463
124972.97766593921	4.3173866734935284	352874058391.3314
130541.08063125332	4.3173866734935284	368596169903.81647
136109.18359656745	4.3173866734935284	384318281416.3016
141677.28656188157	4.3173866734935284	400040392928.7866
147245.38952719572	4.3173866734935284	415762504441.2717
152813.49249250983	4.3173866734935284	431484615953.7567
158381.59545782395	4.3173866734935284	447206727466.2418
163949.69842313806	4.3173866734935284	462928838978.72687
169517.8013884522	4.3173866734935284	478650950491.212
175085.90435376632	4.3173866734935284	494373062003.697
180654.00731908044	4.3173866734935284	510095173516.18207
186222.11028439456	4.3173866734935284	525817285028.66705
191790.2132497087	4.3173866734935284	541539396541.1523
197358.3162150228	4.3173866734935284	557261508053.6372
202926.4191803369	4.3173866734935284	572983619566.1222
208494.52214565105	4.3173866734935284	588705731078.6073
214062.6251109652	4.3173866734935284	604427842591.0925
219630.7280762793	4.3173866734935284	620149954103.5775
225198.8310415934	4.3173866734935284	635872065616.0625
230766.93400690754	4.3173866734935284	651594177128.5476
236335.0369722217	4.3173866734935284	667316288641.0327
241903.13993753577	4.3173866734935284	683038400153.5177
247471.2429028499	4.3173866734935284	698760511666.0027
253039.34586816403	4.3173866734935284	714482623178.4878
258607.44883347818	4.3173866734935284	730204734690.9729
264175.5517987923	4.3173866734935284	745926846203.458
269743.6547641064	4.3173866734935284	761648957715.943
275311.75772942055	4.3173866734935284	777371069228.4281
280879.86069473467	4.3173866734935284	793093180740.9133
286447.9636600487	4.3173866734935284	808815292253.3982
292016.0666253629	4.3173866734935284	824537403765.8833
297584.169590677	4.3173866734935284	840259515278.3684
303152.27255599113	4.3173866734935284	855981626790.8534
