Ne
P	Te
0.5	13.075351290829278
0.6938775510204082	10.980460079426756
0.8877551020408163	9.751623178220271
1.0816326530612246	8.923286601172164
1.2755102040816326	8.31708812858246
1.4693877551020407	7.848735052222167
1.663265306122449	7.4727130538853945
1.8571428571428572	7.162060043725817
2.0510204081632653	6.899674109963027
2.2448979591836733	6.674122250731955
2.4387755102040813	6.477435893743139
2.63265306122449	6.303869703491111
2.826530612244898	6.149163319173784
3.020408163265306	6.010081917078397
3.2142857142857144	5.884119234674114
3.4081632653061225	5.769299307194315
3.6020408163265305	5.664040369791778
3.7959183673469385	5.567059141253825
3.9897959183673466	5.477302058564272
4.183673469387755	5.393894932902239
4.377551020408163	5.316105466736996
4.571428571428571	5.243314921770023
4.76530612244898	5.1749964097675285
4.959183673469387	5.110698051160395
5.153061224489796	5.050029761879012
5.346938775510204	4.992652779345455
5.540816326530612	4.938271280784712
5.73469387755102	4.886625617092291
5.928571428571429	4.8374868066055665
6.122448979591836	4.7906520205181895
6.316326530612245	4.74594085549093
6.5102040816326525	4.703192236176904
6.704081632653061	4.66226182554408
6.8979591836734695	4.6230198474204585
7.091836734693877	4.585349245864523
7.285714285714286	4.549144121430927
7.479591836734693	4.514308396400946
7.673469387755102	4.480754670353399
7.86734693877551	4.4484032347968885
8.061224489795919	4.417181221363442
8.255102040816325	4.387021862670876
8.448979591836736	4.357863848644233
8.642857142857142	4.329650764051202
8.83673469387755	4.302330595406208
9.03061224489796	4.275855297344283
9.224489795918368	4.250180410168919
9.418367346938775	4.225264721577087
9.612244897959183	4.201069966652465
9.806122448979592	4.177560561109125
10.0	4.154703363513007
