Ar
P	Te
0.5	6.904227079316349
0.6938775510204082	5.953012863350824
0.8877551020408163	5.381225280809941
1.0816326530612246	4.9872266735298
1.2755102040816326	4.69322357149542
1.4693877551020407	4.46211247071209
1.663265306122449	4.273672240207789
1.8571428571428572	4.115815794477106
2.0510204081632653	3.9808093043114687
2.2448979591836733	3.863438538969929
2.4387755102040813	3.760038992848336
2.63265306122449	3.66794688669608
2.826530612244898	3.585170952417687
3.020408163265306	3.510187173194259
3.2142857142857144	3.4418054723772395
3.4081632653061225	3.3790802971546463
3.6020408163265305	3.3212489539639503
3.7959183673469385	3.2676880395760337
3.9897959183673466	3.217881994483606
4.183673469387755	3.171399972846157
4.377551020408163	3.1278785402228833
4.571428571428571	3.087008533300016
4.76530612244898	3.0485249431661092
4.959183673469387	3.012199029313172
5.153061224489796	2.9778321027314263
5.346938775510204	2.9452505740021713
5.540816326530612	2.9143019714727716
5.73469387755102	2.8848517114462777
5.928571428571429	2.8567804571871136
6.122448979591836	2.8299819432392366
6.316326530612245	2.8043611706231264
6.5102040816326525	2.779832900009141
6.704081632653061	2.756320386081297
6.8979591836734695	2.733754308488313
7.091836734693877	2.7120718640730495
7.285714285714286	2.6912159922234786
7.479591836734693	2.6711347107366024
7.673469387755102	2.651780543923707
7.86734693877551	2.6331100280997433
8.061224489795919	2.6150832823076646
8.255102040816325	2.5976636342828696
8.448979591836736	2.5808172934049325
8.642857142857142	2.5645130637721922
8.83673469387755	2.54872209167745
9.03061224489796	2.533417642686251
9.224489795918368	2.5185749042791588
9.418367346938775	2.504170810645037
9.612244897959183	2.4901838867294637
9.806122448979592	2.4765941090733463
10.0	2.463382781334565
