He
Power	T_e	n_e0
30315.22725559911	12.730034680322763	7806425079.611617
35883.33022091324	12.730034680322763	9240258257.499466
41451.43318622736	12.730034680322763	10674091435.387314
47019.536151541484	12.730034680322763	12107924613.275164
52587.6391168556	12.730034680322763	13541757791.16301
58155.74208216972	12.730034680322763	14975590969.050858
63723.84504748385	12.730034680322763	16409424146.938705
69291.94801279798	12.730034680322763	17843257324.826557
74860.05097811209	12.730034680322763	19277090502.714405
80428.15394342622	12.730034680322763	20710923680.602253
85996.25690874034	12.730034680322763	22144756858.4901
91564.35987405445	12.730034680322763	23578590036.377945
97132.46283936859	12.730034680322763	25012423214.265797
102700.56580468272	12.730034680322763	26446256392.153645
108268.66876999683	12.730034680322763	27880089570.041492
113836.77173531095	12.730034680322763	29313922747.92934
119404.87470062508	12.730034680322763	30747755925.81719
124972.97766593921	12.730034680322763	32181589103.70504
130541.08063125332	12.730034680322763	33615422281.592884
136109.18359656745	12.730034680322763	35049255459.480736
141677.28656188157	12.730034680322763	36483088637.36858
147245.38952719572	12.730034680322763	37916921815.25643
152813.49249250983	12.730034680322763	39350754993.14428
158381.59545782395	12.730034680322763	40784588171.03213
163949.69842313806	12.730034680322763	42218421348.919975
169517.8013884522	12.730034680322763	43652254526.80783
175085.90435376632	12.730034680322763	45086087704.69567
180654.00731908044	12.730034680322763	46519920882.58352
186222.11028439456	12.730034680322763	47953754060.47137
191790.2132497087	12.730034680322763	49387587238.35922
197358.3162150228	12.730034680322763	50821420416.24706
202926.4191803369	12.730034680322763	52255253594.1349
208494.52214565105	12.730034680322763	53689086772.02276
214062.6251109652	12.730034680322763	55122919949.910614
219630.7280762793	12.730034680322763	56556753127.79846
225198.8310415934	12.730034680322763	57990586305.686295
230766.93400690754	12.730034680322763	59424419483.57415
236335.0369722217	12.730034680322763	60858252661.462006
241903.13993753577	12.730034680322763	62292085839.349846
247471.2429028499	12.730034680322763	63725919017.23769
253039.34586816403	12.730034680322763	65159752195.12554
258607.44883347818	12.730034680322763	66593585373.0134
264175.5517987923	12.730034680322763	68027418550.90125
269743.6547641064	12.730034680322763	69461251728.7891
275311.75772942055	12.730034680322763	70895084906.67694
280879.86069473467	12.730034680322763	72328918084.5648
286447.9636600487	12.730034680322763	73762751262.45262
292016.0666253629	12.730034680322763	75196584440.34048
297584.169590677	12.730034680322763	76630417618.22833
303152.27255599113	12.730034680322763	78064250796.11618
