Ne
P	n_e0
0.5	31417884428.542324
0.6938775510204082	37810298895.779274
0.8877551020408163	42965386135.33968
1.0816326530612246	47361986356.57903
1.2755102040816326	51243954338.93542
1.4693877551020407	54751971943.00462
1.663265306122449	57974628925.346176
1.8571428571428572	60971442957.52634
2.0510204081632653	63784436325.8336
2.2448979591836733	66444464708.23808
2.4387755102040813	68974912322.61523
2.63265306122449	71393967415.49612
2.826530612244898	73716086570.36812
3.020408163265306	75952972511.3309
3.2142857142857144	78114247934.74057
3.4081632653061225	80207932639.97675
3.6020408163265305	82240789450.09279
3.7959183673469385	84218580252.93246
3.9897959183673466	86146259015.89577
4.183673469387755	88028119676.31738
4.377551020408163	89867911118.79247
4.571428571428571	91668927742.2059
4.76530612244898	93434081647.67693
4.959183673469387	95165960797.9749
5.153061224489796	96866876334.95393
5.346938775510204	98538901421.80153
5.540816326530612	100183903390.65443
5.73469387755102	101803570550.9963
5.928571428571429	103399434701.86694
6.122448979591836	104972890158.65256
6.316326530612245	106525209930.58316
6.5102040816326525	108057559552.39462
6.704081632653061	109571008971.84192
6.8979591836734695	111066542815.99045
7.091836734693877	112545069297.73203
7.285714285714286	114007427975.60925
7.479591836734693	115454396541.69707
7.673469387755102	116886696781.71065
7.86734693877551	118304999826.9047
8.061224489795919	119709930797.49466
8.255102040816325	121102072921.15297
8.448979591836736	122481971196.91998
8.642857142857142	123850135664.04189
8.83673469387755	125207044326.235
9.03061224489796	126553145774.46625
9.224489795918368	127888861545.11087
9.418367346938775	129214588245.15895
9.612244897959183	130530699471.76611
9.806122448979592	131837547549.7571
10.0	133135465107.56075
