Ne
Power	T_e	n_e0
30315.22725559911	7.668630903116316	24072482653.52322
35883.33022091324	7.668630903116316	28493959059.272385
41451.43318622736	7.668630903116316	32915435465.02155
47019.536151541484	7.668630903116316	37336911870.77071
52587.6391168556	7.668630903116316	41758388276.519875
58155.74208216972	7.668630903116316	46179864682.269035
63723.84504748385	7.668630903116316	50601341088.0182
69291.94801279798	7.668630903116316	55022817493.767365
74860.05097811209	7.668630903116316	59444293899.51652
80428.15394342622	7.668630903116316	63865770305.26569
85996.25690874034	7.668630903116316	68287246711.01485
91564.35987405445	7.668630903116316	72708723116.764
97132.46283936859	7.668630903116316	77130199522.51318
102700.56580468272	7.668630903116316	81551675928.26236
108268.66876999683	7.668630903116316	85973152334.0115
113836.77173531095	7.668630903116316	90394628739.76065
119404.87470062508	7.668630903116316	94816105145.50983
124972.97766593921	7.668630903116316	99237581551.25899
130541.08063125332	7.668630903116316	103659057957.00816
136109.18359656745	7.668630903116316	108080534362.75732
141677.28656188157	7.668630903116316	112502010768.50648
147245.38952719572	7.668630903116316	116923487174.25566
152813.49249250983	7.668630903116316	121344963580.00482
158381.59545782395	7.668630903116316	125766439985.75398
163949.69842313806	7.668630903116316	130187916391.50314
169517.8013884522	7.668630903116316	134609392797.25232
175085.90435376632	7.668630903116316	139030869203.00146
180654.00731908044	7.668630903116316	143452345608.7506
186222.11028439456	7.668630903116316	147873822014.4998
191790.2132497087	7.668630903116316	152295298420.24896
197358.3162150228	7.668630903116316	156716774825.9981
202926.4191803369	7.668630903116316	161138251231.74725
208494.52214565105	7.668630903116316	165559727637.49646
214062.6251109652	7.668630903116316	169981204043.24564
219630.7280762793	7.668630903116316	174402680448.99478
225198.8310415934	7.668630903116316	178824156854.7439
230766.93400690754	7.668630903116316	183245633260.4931
236335.0369722217	7.668630903116316	187667109666.24228
241903.13993753577	7.668630903116316	192088586071.99142
247471.2429028499	7.668630903116316	196510062477.74057
253039.34586816403	7.668630903116316	200931538883.48975
258607.44883347818	7.668630903116316	205353015289.23895
264175.5517987923	7.668630903116316	209774491694.9881
269743.6547641064	7.668630903116316	214195968100.7372
275311.75772942055	7.668630903116316	218617444506.48642
280879.86069473467	7.668630903116316	223038920912.2356
286447.9636600487	7.668630903116316	227460397317.9847
292016.0666253629	7.668630903116316	231881873723.7339
297584.169590677	7.668630903116316	236303350129.48303
303152.27255599113	7.668630903116316	240724826535.23224
