Ne
Power	T_e	n_e0
30315.22725559911	9.230604655302944	19266648122.527912
35883.33022091324	9.230604655302944	22805420226.665695
41451.43318622736	9.230604655302944	26344192330.803474
47019.536151541484	9.230604655302944	29882964434.941257
52587.6391168556	9.230604655302944	33421736539.079033
58155.74208216972	9.230604655302944	36960508643.21682
63723.84504748385	9.230604655302944	40499280747.35459
69291.94801279798	9.230604655302944	44038052851.49238
74860.05097811209	9.230604655302944	47576824955.63015
80428.15394342622	9.230604655302944	51115597059.76794
85996.25690874034	9.230604655302944	54654369163.90571
91564.35987405445	9.230604655302944	58193141268.04349
97132.46283936859	9.230604655302944	61731913372.181274
102700.56580468272	9.230604655302944	65270685476.31906
108268.66876999683	9.230604655302944	68809457580.45683
113836.77173531095	9.230604655302944	72348229684.5946
119404.87470062508	9.230604655302944	75887001788.7324
124972.97766593921	9.230604655302944	79425773892.87018
130541.08063125332	9.230604655302944	82964545997.00795
136109.18359656745	9.230604655302944	86503318101.14574
141677.28656188157	9.230604655302944	90042090205.28352
147245.38952719572	9.230604655302944	93580862309.42131
152813.49249250983	9.230604655302944	97119634413.55908
158381.59545782395	9.230604655302944	100658406517.69687
163949.69842313806	9.230604655302944	104197178621.83464
169517.8013884522	9.230604655302944	107735950725.97243
175085.90435376632	9.230604655302944	111274722830.11021
180654.00731908044	9.230604655302944	114813494934.24799
186222.11028439456	9.230604655302944	118352267038.38576
191790.2132497087	9.230604655302944	121891039142.52356
197358.3162150228	9.230604655302944	125429811246.66132
202926.4191803369	9.230604655302944	128968583350.79909
208494.52214565105	9.230604655302944	132507355454.93687
214062.6251109652	9.230604655302944	136046127559.07468
219630.7280762793	9.230604655302944	139584899663.21243
225198.8310415934	9.230604655302944	143123671767.35022
230766.93400690754	9.230604655302944	146662443871.488
236335.0369722217	9.230604655302944	150201215975.6258
241903.13993753577	9.230604655302944	153739988079.76355
247471.2429028499	9.230604655302944	157278760183.90134
253039.34586816403	9.230604655302944	160817532288.03912
258607.44883347818	9.230604655302944	164356304392.17694
264175.5517987923	9.230604655302944	167895076496.31473
269743.6547641064	9.230604655302944	171433848600.45245
275311.75772942055	9.230604655302944	174972620704.59027
280879.86069473467	9.230604655302944	178511392808.72803
286447.9636600487	9.230604655302944	182050164912.86578
292016.0666253629	9.230604655302944	185588937017.00357
297584.169590677	9.230604655302944	189127709121.1414
303152.27255599113	9.230604655302944	192666481225.27914
