Ar
P	n_e0
0.5	147317203095.33472
0.6938775510204082	175300861698.4146
0.8877551020408163	200349351317.27972
1.0816326530612246	223659312431.26523
1.2755102040816326	245817049333.75912
1.4693877551020407	267152415840.5234
1.663265306122449	287868527775.16064
1.8571428571428572	308098712263.6091
2.0510204081632653	327934775976.4363
2.2448979591836733	347442343543.91003
2.4387755102040813	366669762105.9294
2.63265306122449	385653552671.1477
2.826530612244898	404421893748.273
3.020408163265306	422996927918.40436
3.2142857142857144	441396335396.8128
3.4081632653061225	459634435339.1867
3.6020408163265305	477722973894.5293
3.7959183673469385	495671699146.51764
3.9897959183673466	513488787811.62946
4.183673469387755	531181166764.64874
4.377551020408163	548754758623.3593
4.571428571428571	566214671625.7004
4.76530612244898	583565348054.2761
4.959183673469387	600810681413.8839
5.153061224489796	617954109776.4465
5.346938775510204	634998690752.4696
5.540816326530612	651947162158.0951
5.73469387755102	668801991445.3374
5.928571428571429	685565416232.1177
6.122448979591836	702239477729.2318
6.316326530612245	718826048458.7516
6.5102040816326525	735326855354.9004
6.704081632653061	751743499107.5347
6.8979591836734695	768077470431.1812
7.091836734693877	784330163805.4359
7.285714285714286	800502889125.6956
7.479591836734693	816596881619.0892
7.673469387755102	832613310314.409
7.86734693877551	848553285301.7418
8.061224489795919	864417863975.5016
8.255102040816325	880208056420.5199
8.448979591836736	895924830073.3416
8.642857142857142	911569113768.8151
8.83673469387755	927141801263.074
9.03061224489796	942643754310.5096
9.224489795918368	958075805358.3796
9.418367346938775	973438759913.7441
9.612244897959183	988733398628.4882
9.806122448979592	1003960479141.2957
10.0	1019120737709.5685
