He
Power	T_e	n_e0
30315.22725559911	8.796002319292464	13255900286.745783
35883.33022091324	8.796002319292464	15690657482.27052
41451.43318622736	8.796002319292464	18125414677.795258
47019.536151541484	8.796002319292464	20560171873.319992
52587.6391168556	8.796002319292464	22994929068.844723
58155.74208216972	8.796002319292464	25429686264.36946
63723.84504748385	8.796002319292464	27864443459.894196
69291.94801279798	8.796002319292464	30299200655.418938
74860.05097811209	8.796002319292464	32733957850.94367
80428.15394342622	8.796002319292464	35168715046.46841
85996.25690874034	8.796002319292464	37603472241.99313
91564.35987405445	8.796002319292464	40038229437.517876
97132.46283936859	8.796002319292464	42472986633.04261
102700.56580468272	8.796002319292464	44907743828.56735
108268.66876999683	8.796002319292464	47342501024.09208
113836.77173531095	8.796002319292464	49777258219.61681
119404.87470062508	8.796002319292464	52212015415.141556
124972.97766593921	8.796002319292464	54646772610.6663
130541.08063125332	8.796002319292464	57081529806.191025
136109.18359656745	8.796002319292464	59516287001.71577
141677.28656188157	8.796002319292464	61951044197.24049
147245.38952719572	8.796002319292464	64385801392.76524
152813.49249250983	8.796002319292464	66820558588.28998
158381.59545782395	8.796002319292464	69255315783.8147
163949.69842313806	8.796002319292464	71690072979.33945
169517.8013884522	8.796002319292464	74124830174.8642
175085.90435376632	8.796002319292464	76559587370.38892
180654.00731908044	8.796002319292464	78994344565.91365
186222.11028439456	8.796002319292464	81429101761.43839
191790.2132497087	8.796002319292464	83863858956.96313
197358.3162150228	8.796002319292464	86298616152.48785
202926.4191803369	8.796002319292464	88733373348.01257
208494.52214565105	8.796002319292464	91168130543.53732
214062.6251109652	8.796002319292464	93602887739.06207
219630.7280762793	8.796002319292464	96037644934.5868
225198.8310415934	8.796002319292464	98472402130.11153
230766.93400690754	8.796002319292464	100907159325.63628
236335.0369722217	8.796002319292464	103341916521.16101
241903.13993753577	8.796002319292464	105776673716.68573
247471.2429028499	8.796002319292464	108211430912.21046
253039.34586816403	8.796002319292464	110646188107.73521
258607.44883347818	8.796002319292464	113080945303.25995
264175.5517987923	8.796002319292464	115515702498.7847
269743.6547641064	8.796002319292464	117950459694.3094
275311.75772942055	8.796002319292464	120385216889.83418
280879.86069473467	8.796002319292464	122819974085.3589
286447.9636600487	8.796002319292464	125254731280.88362
292016.0666253629	8.796002319292464	127689488476.40837
297584.169590677	8.796002319292464	130124245671.9331
303152.27255599113	8.796002319292464	132559002867.45784
